lists,background,MEdarkorange,MEsaddlebrown,MEsalmon,MEdarkturquoise,MEsteelblue,MEmidnightblue,MEtan,MElightcyan,MEgreen,MEsienna3,MEdarkred,MEgreenyellow,MEwhite,MEdarkgrey,MEdarkolivegreen,MEred,MEpink,MEpurple,MEdarkmagenta,MEbrown,MElightgreen,MEyellow,MEdarkgreen
NA,GB15436,GB55214,LOC107964175,GB52052,LOC102654584,LOC102656472,GB52597,GB51571,LOC100577017,GB43237,NA,GB50372,GB46974,GB54235,GB51763,NA,GB44008,GB44821,GB46330,NA,GB43143,GB51627,GB44009,GB52314
NA,GB15446,GB55215,LOC107965562,GB52634,LOC102654629,LOC102656658,GB52775,GB51583,LOC100577042,GB43442,NA,GB50459,GB47132,GB54592,GB51847,NA,GB44044,GB44882,GB46345,NA,GB43145,GB51851,GB44072,GB52404
NA,GB15623,GB55302,LOC107965706,GB52716,LOC102654660,LOC107964045,GB53110,GB51650,LOC100577286,GB43464,NA,GB50699,GB47226,GB54745,GB51917,NA,GB44069,GB44884,GB46479,NA,GB43222,GB51909,GB44098,GB52458
NA,GB15667,GB55426,LOC113218519,GB52740,LOC102654759,LOC107964158,GB53116,GB51673,LOC100577731,GB43504,NA,GB50869,GB47409,GB54758,GB52244,NA,GB44071,GB44890,GB46564,NA,GB43239,GB52043,GB44100,GB52577
NA,GB15711,GB55429,LOC113218548,GB52785,LOC102654792,LOC107964278,GB53163,GB51696,LOC100577890,GB43548,NA,GB51122,GB47452,GB54798,GB52417,NA,GB44077,GB44944,GB46682,NA,GB43279,GB52246,GB44120,GB53030
NA,GB15798,GB55515,LOC113218640,GB52923,LOC102654837,LOC107964635,GB53286,GB51760,LOC100577929,GB43559,NA,GB51125,GB47476,GB54939,GB52658,NA,GB44115,GB45051,GB46739,NA,GB43697,GB52260,GB44122,GB53151
NA,GB15805,GB55525,LOC113218785,GB53064,LOC102654896,LOC107964652,GB53312,GB51797,LOC100577978,GB43634,NA,GB51143,GB47572,GB55142,GB52755,NA,GB44124,GB45091,GB46759,NA,GB43719,GB52569,GB44203,GB53208
NA,GB15814,GB55587,LOC113218812,GB53327,LOC102654990,LOC107964724,GB53524,GB51844,LOC100578016,GB43704,NA,GB51361,GB47744,GB55147,GB53033,NA,GB44125,GB45092,GB46983,NA,GB43784,GB52691,GB44207,GB53229
NA,GB15924,GB55693,LOC113218814,GB53428,LOC102655185,LOC107965122,GB53625,GB52023,LOC100578053,GB43708,NA,GB51421,GB47813,GB55148,GB53078,NA,GB44152,GB45170,GB47120,NA,GB43839,GB52718,GB44288,GB53235
NA,GB15953,GB55767,LOC113218837,GB53554,LOC102655275,LOC107965318,GB54020,GB52414,LOC100578082,GB43731,NA,GB51465,GB48031,GB55351,GB53183,NA,GB44188,GB45213,GB47258,NA,GB43847,GB52767,GB44302,GB53350
NA,GB15968,LOC100577014,LOC113218847,GB53636,LOC102655405,LOC107965489,GB54164,GB52505,LOC100578162,GB43844,NA,GB51490,GB48034,GB55417,GB53606,NA,GB44232,GB45429,GB47309,NA,GB43888,GB52882,GB44331,GB53430
NA,GB16006,LOC100577260,LOC113218867,GB53685,LOC102655655,LOC113218518,GB54359,GB52642,LOC100578283,GB43989,NA,GB51588,GB48038,GB55573,GB53713,NA,GB44250,GB45459,GB47418,NA,GB43983,GB53118,GB44336,GB53699
NA,GB16100,LOC100577437,LOC113218871,GB53695,LOC102655797,LOC113218526,GB54590,GB52854,LOC100578866,GB43999,NA,GB51603,GB48266,GB55579,GB53932,NA,GB44283,GB45508,GB47490,NA,GB44016,GB53122,GB44358,GB53723
NA,GB16303,LOC100577753,LOC113218894,GB53791,LOC102655862,LOC113218932,GB54891,GB52980,LOC102653649,GB44033,NA,GB51727,GB48347,GB55985,GB54019,NA,GB44289,GB45551,GB47740,NA,GB44021,GB53141,GB44383,GB54186
NA,GB16306,LOC100578436,LOC113219243,GB53925,LOC102655928,LOC113219113,GB55046,GB53028,LOC102653713,GB44048,NA,GB51728,GB48403,LOC100576868,GB54187,NA,GB44298,GB45689,GB47771,NA,GB44031,GB53377,GB44425,GB54266
NA,GB16339,LOC102653821,LOC409060,GB53962,LOC102655976,LOC113219320,GB55151,GB53223,LOC102653781,GB44116,NA,GB51755,GB48578,LOC100577846,GB54242,NA,GB44306,GB45764,GB47840,NA,GB44058,GB53688,GB44485,GB54340
NA,GB16351,LOC102653840,LOC551176,GB54032,LOC102656187,LOC113219329,GB55219,GB53257,LOC102653805,GB44129,NA,GB51822,GB48625,LOC102654496,GB54583,NA,GB44327,GB45774,GB48018,NA,GB44073,GB53912,GB44544,GB54367
NA,GB16485,LOC102653940,LOC551369,GB54432,LOC102656757,LOC406144,GB55224,GB53371,LOC102653841,GB44147,NA,GB51866,GB48703,LOC102655011,GB54972,NA,GB44355,GB45822,GB48059,NA,GB44075,GB54144,GB44577,GB54450
NA,GB16493,LOC102654173,LOC725381,GB54988,LOC102656780,Mir100,GB55274,GB53373,LOC102653972,GB44205,NA,GB51893,GB48775,LOC102655457,GB55017,NA,GB44400,GB45852,GB48097,NA,GB44143,GB54250,GB44582,GB54623
NA,GB16496,LOC102654628,LOC725936,GB54996,LOC102656808,Mir125,GB55331,GB53422,LOC102654095,GB44206,NA,GB51968,GB48837,LOC102656021,GB55162,NA,GB44410,GB46057,GB48102,NA,GB44198,GB54280,GB44658,GB54659
NA,GB16665,LOC102655124,Mir3785,GB55202,LOC107963999,Mir3772,GB55537,GB53755,LOC102654160,GB44294,NA,GB51999,GB48933,LOC102656199,GB55414,NA,GB44413,GB46132,GB48110,NA,GB44247,GB54292,GB44685,GB54702
NA,GB16670,LOC102655568,TpnCIIa,GB55203,LOC107964152,NA,GB55590,GB53933,LOC102654521,GB44344,NA,GB52012,GB48963,LOC102656360,GB55464,NA,GB44415,GB46145,GB48158,NA,GB44295,GB54502,GB44687,GB54720
NA,GB16679,LOC102656044,NA,GB55216,LOC107964187,NA,GB55610,GB54344,LOC102654625,GB44417,NA,GB52154,GB49152,LOC102656492,GB55773,NA,GB44421,GB46257,GB48224,NA,GB44412,GB55095,GB44701,GB55467
NA,GB16725,LOC102656149,NA,GB55355,LOC107964237,NA,GB55615,GB54393,LOC102654812,GB44431,NA,GB52255,GB49301,LOC102656676,GB55775,NA,GB44440,GB46271,GB48247,NA,GB44470,GB55155,GB44723,GB55505
NA,GB16765,LOC102656251,NA,GB55374,LOC107964668,NA,GB55622,GB54396,LOC102655004,GB44479,NA,GB52282,GB49346,LOC107963973,GB55787,NA,GB44483,GB46342,GB48363,NA,GB44513,GB55419,GB44733,GB55512
NA,GB16891,LOC102656523,NA,GB55378,LOC107964857,NA,GB55813,GB54486,LOC102655012,GB44514,NA,GB52420,GB49366,LOC107964633,GB55940,NA,GB44486,GB46362,GB48567,NA,GB44532,GB55491,GB44768,GB55626
NA,GB17084,LOC102656556,NA,GB55552,LOC107964868,NA,GB55973,GB54678,LOC102655020,GB44520,NA,GB52437,GB49381,LOC107964843,GB55975,NA,GB44517,GB46371,GB48589,NA,GB44533,GB55642,GB44898,GB55656
NA,GB17100,LOC102656730,NA,GB55856,LOC107964874,NA,GB56018,GB54684,LOC102655144,GB44704,NA,GB52456,GB49425,LOC107965022,GB55984,NA,GB44518,GB46376,GB48628,NA,GB44536,GB55651,GB44935,GB55779
NA,GB17175,LOC107964068,NA,LOC100576183,LOC107964976,NA,LOC100576630,GB54765,LOC102655243,GB44718,NA,GB52567,GB49456,LOC107965657,LOC100578002,NA,GB44557,GB46398,GB48685,NA,GB44567,GB55666,GB44948,ID=rna28341;anticodon=(pos:4325..4327);gbkey=tRNA;product=tRNA-Asp
NA,GB17364,LOC107964341,NA,LOC100576260,LOC107965007,NA,LOC100576657,GB54881,LOC102655251,GB44749,NA,GB52726,GB49459,LOC113218639,LOC100578134,NA,GB44573,GB46412,GB48735,NA,GB44645,GB55788,GB44961,ID=rna28352;gbkey=rRNA;product=l-rRNA
NA,GB17444,LOC107964589,NA,LOC100576419,LOC107965228,NA,LOC100576814,GB54941,LOC102655354,GB44886,NA,GB52744,GB49868,LOC113218737,LOC100578357,NA,GB44596,GB46513,GB48755,NA,GB44647,GB55986,GB44995,LOC100577073
NA,GB17447,LOC107964762,NA,LOC100577163,LOC107965236,NA,LOC100576841,GB55206,LOC102655355,GB44893,NA,GB53136,GB49919,LOC113218807,LOC100578559,NA,GB44611,GB46746,GB48816,NA,GB44653,GB55995,GB44996,LOC100577565
NA,GB17579,LOC107964820,NA,LOC100577453,LOC107965272,NA,LOC100577164,GB55263,LOC102655373,GB44894,NA,GB53189,GB50166,LOC113219218,LOC102653596,NA,GB44651,GB46762,GB48919,NA,GB44707,GB56032,GB45017,LOC100577913
NA,GB17597,LOC107964845,NA,LOC100578187,LOC107965291,NA,LOC100577262,GB55389,LOC102655465,GB44969,NA,GB53236,GB50186,LOC724536,LOC102653640,NA,GB44671,GB46960,GB48978,NA,GB44715,ID=rna28343;anticodon=(pos:6149..6151);gbkey=tRNA;product=tRNA-Gly,GB45031,LOC100578154
NA,GB17617,LOC107964977,NA,LOC100578698,LOC107965409,NA,LOC100577693,GB55406,LOC102655494,GB45034,NA,GB53334,GB50514,LOC726875,LOC102654231,NA,GB44676,GB47057,GB49010,NA,GB44735,ID=rna28348;anticodon=(pos:10301..10303);gbkey=tRNA;product=tRNA-Thr,GB45054,LOC102653852
NA,GB17622,LOC107965230,NA,LOC100578741,LOC107965459,NA,LOC100577767,GB55452,LOC102655536,GB45047,NA,GB53339,GB50853,Mir3759,LOC102654349,NA,GB44677,GB47118,GB49099,NA,GB44800,ID=rna28354;gbkey=rRNA;product=s-rRNA,GB45070,LOC102654014
NA,GB17625,LOC107965406,NA,LOC100578965,LOC107965596,NA,LOC100577863,GB55613,LOC102655605,GB45181,NA,GB53820,GB50871,TRNAT-AGU,LOC102654354,NA,GB44684,GB47138,GB49193,NA,GB44833,LOC100577215,GB45086,LOC102654445
NA,GB17627,LOC107965421,NA,LOC102653655,LOC107965750,NA,LOC100578184,GB55614,LOC102655682,GB45184,NA,GB53958,GB50924,NA,LOC102654388,NA,GB44783,GB47329,GB49273,NA,GB44842,LOC100577252,GB45098,LOC102654549
NA,GB17637,LOC107965859,NA,LOC102653680,LOC113218527,NA,LOC100578461,GB55638,LOC102655815,GB45247,NA,GB53975,GB50960,NA,LOC102654530,NA,GB44865,GB47398,GB49390,NA,GB44850,LOC100578368,GB45134,LOC102654724
NA,GB17655,LOC113218538,NA,LOC102653698,LOC113218577,NA,LOC100578596,GB55701,LOC102655835,GB45252,NA,GB54101,GB51019,NA,LOC102654652,NA,GB44897,GB47399,GB49396,NA,GB44913,LOC100578841,GB45165,LOC102654732
NA,GB17754,LOC113218747,NA,LOC102653835,LOC113218606,NA,LOC102653847,GB55729,LOC102655844,GB45258,NA,GB54342,GB51092,NA,LOC102654700,NA,GB44931,GB47493,GB49705,NA,GB44941,LOC102653750,GB45167,LOC102654911
NA,GB17757,LOC113218778,NA,LOC102653863,LOC113218627,NA,LOC102653866,GB55945,LOC102655857,GB45285,NA,GB54363,GB51183,NA,LOC102654842,NA,GB44978,GB47499,GB49778,NA,GB44973,LOC102653839,GB45186,LOC102655282
NA,GB17781,LOC113219002,NA,LOC102653894,LOC113218660,NA,LOC102653945,GB55965,LOC102656151,GB45286,NA,GB54449,GB51333,NA,LOC102655396,NA,GB44992,GB47502,GB49811,NA,GB44974,LOC102653853,GB45223,LOC102655621
NA,GB17791,LOC113219091,NA,LOC102654113,LOC113218672,NA,LOC102653977,LOC100576338,LOC102656160,GB45334,NA,GB54917,GB51344,NA,LOC102655419,NA,GB45041,GB47554,GB49932,NA,GB44976,LOC102653947,GB45235,LOC102655817
NA,GB17793,LOC113219100,NA,LOC102654142,LOC113218673,NA,LOC102653988,LOC100576453,LOC102656171,GB45369,NA,GB54937,GB51506,NA,LOC102655485,NA,GB45096,GB47675,GB49946,NA,GB45128,LOC102653993,GB45248,LOC102655821
NA,GB17859,LOC113219267,NA,LOC102654369,LOC113218744,NA,LOC102654114,LOC100576503,LOC102656244,GB45372,NA,GB54968,GB51589,NA,LOC102655614,NA,GB45102,GB47728,GB50066,NA,GB45131,LOC102654429,GB45255,LOC102655842
NA,GB17883,LOC113219390,NA,LOC102654376,LOC113218748,NA,LOC102654192,LOC100577777,LOC102656299,GB45374,NA,GB54971,GB51654,NA,LOC102655618,NA,GB45125,GB47770,GB50090,NA,GB45135,LOC102654435,GB45275,LOC102656132
NA,GB17977,LOC724604,NA,LOC102654381,LOC113218830,NA,LOC102654351,LOC100577899,LOC102656321,GB45427,NA,GB54992,GB51655,NA,LOC102655983,NA,GB45175,GB47788,GB50142,NA,GB45152,LOC102654463,GB45284,LOC102656198
NA,GB18049,NA,NA,LOC102654417,LOC113218836,NA,LOC102654578,LOC100578261,LOC102656390,GB45543,NA,GB55078,GB51707,NA,LOC102656142,NA,GB45179,GB47804,GB50207,NA,GB45177,LOC102654534,GB45315,LOC102656682
NA,GB18136,NA,NA,LOC102654440,LOC113218857,NA,LOC102654715,LOC100578353,LOC102656513,GB45640,NA,GB55105,GB51745,NA,LOC102656502,NA,GB45279,GB47950,GB50301,NA,GB45216,LOC102655138,GB45352,LOC102656907
NA,GB18300,NA,NA,LOC102654523,LOC113218877,NA,LOC102654947,LOC100578409,LOC102656533,GB45673,NA,GB55281,GB52098,NA,LOC102656812,NA,GB45316,GB47952,GB50377,NA,GB45378,LOC102655156,GB45370,LOC107964133
NA,GB18327,NA,NA,LOC102654639,LOC113219005,NA,LOC102655422,LOC100578618,LOC102656871,GB45720,NA,GB55283,GB52247,NA,LOC107964660,NA,GB45336,GB47954,GB50473,NA,GB45414,LOC102655173,GB45389,LOC107964338
NA,GB18353,NA,NA,LOC102654709,LOC113219062,NA,LOC102655427,LOC102653619,LOC107963967,GB45739,NA,GB55390,GB52307,NA,LOC107964686,NA,GB45337,GB48052,GB50507,NA,GB45564,LOC102655195,GB45417,LOC107964896
NA,GB18386,NA,NA,LOC102654763,LOC113219116,NA,LOC102655442,LOC102653728,LOC107964024,GB45771,NA,GB55456,GB52399,NA,LOC107964751,NA,GB45342,GB48063,GB50570,NA,GB45593,LOC102655235,GB45486,LOC107965378
NA,GB18954,NA,NA,LOC102654852,LOC113219120,NA,LOC102655464,LOC102653822,LOC107964069,GB45824,NA,GB55476,GB52402,NA,LOC107964998,NA,GB45357,GB48132,GB50683,NA,GB45617,LOC102655278,GB45494,LOC107966085
NA,GB19003,NA,NA,LOC102654944,LOC113219137,NA,LOC102655624,LOC102653931,LOC107964103,GB45831,NA,GB55484,GB52560,NA,LOC107965532,NA,GB45381,GB48167,GB50749,NA,GB45632,LOC102655291,GB45500,LOC113218572
NA,GB19037,NA,NA,LOC102654964,LOC113219315,NA,LOC102655698,LOC102654050,LOC107964344,GB45843,NA,GB55504,GB52576,NA,LOC113218709,NA,GB45452,GB48243,GB50757,NA,GB45667,LOC102655299,GB45530,LOC113218582
NA,GB19069,NA,NA,LOC102655018,LOC113219360,NA,LOC102655899,LOC102654271,LOC107964510,GB45850,NA,GB55853,GB52613,NA,LOC113218887,NA,GB45501,GB48275,GB50819,NA,GB45724,LOC102655431,GB45627,LOC113218663
NA,GB19079,NA,NA,LOC102655232,LOC724570,NA,LOC102655981,LOC102654309,LOC107964742,GB45854,NA,GB55906,GB52621,NA,LOC113219037,NA,GB45534,GB48278,GB50858,NA,GB45859,LOC102655779,GB45639,LOC113218997
NA,GB19145,NA,NA,LOC102655268,LOC724583,NA,LOC102656011,LOC102654366,LOC107964872,GB45908,NA,LOC102653588,GB52627,NA,LOC113219055,NA,GB45553,GB48307,GB50864,NA,GB45905,LOC102655881,GB45645,LOC113219200
NA,GB19146,NA,NA,LOC102655332,Mir277,NA,LOC102656147,LOC102654551,LOC107964975,GB46074,NA,LOC102653810,GB52725,NA,LOC113219065,NA,GB45610,GB48446,GB50876,NA,GB45955,LOC102656029,GB45684,LOC113219226
NA,GB19279,NA,NA,LOC102655438,Mir3477,NA,LOC102656216,LOC102654674,LOC107965055,GB46170,NA,LOC102653893,GB52825,NA,LOC113219258,NA,GB45649,GB48465,GB50986,NA,GB45969,LOC102656252,GB45695,LOC113219260
NA,GB19338,NA,NA,LOC102655507,Mir6000b,NA,LOC102656452,LOC102654806,LOC107965353,GB46249,NA,LOC102654069,GB53145,NA,LOC725649,NA,GB45650,GB48533,GB51159,NA,GB46031,LOC102656821,GB45746,LOC113219418
NA,GB19408,NA,NA,LOC102655591,Mir6005,NA,LOC102656598,LOC102654936,LOC107965433,GB46286,NA,LOC102654135,GB53173,NA,LOC726129,NA,GB45670,GB48665,GB51198,NA,GB46128,LOC102656830,GB45763,LOC413693
NA,GB19515,NA,NA,LOC102655785,Mir6046,NA,LOC102656723,LOC102654939,LOC107965434,GB46364,NA,LOC102654519,GB53239,NA,LOC727652,NA,GB45680,GB48691,GB51226,NA,GB46140,LOC107964197,GB45807,LOC725196
NA,GB19797,NA,NA,LOC102655794,Mir9b,NA,LOC107964018,LOC102654940,LOC107965494,GB46373,NA,LOC102655306,GB53265,NA,NA,NA,GB45698,GB48760,GB51242,NA,GB46153,LOC107964221,GB45830,LOC725816
NA,GB19920,NA,NA,LOC102656017,NA,NA,LOC107964500,LOC102654950,LOC107965599,GB46395,NA,LOC102655446,GB53269,NA,NA,NA,GB45737,GB48763,GB51295,NA,GB46287,LOC107964750,GB45986,LOC726239
NA,GB19967,NA,NA,LOC102656050,NA,NA,LOC107965038,LOC102654968,LOC107965723,GB46502,NA,LOC102655523,GB53611,NA,NA,NA,GB45777,GB48795,GB51411,NA,GB46481,LOC107964775,GB46015,Mir3726
NA,GB19975,NA,NA,LOC102656070,NA,NA,LOC107965047,LOC102655058,LOC107965808,GB46562,NA,LOC102656258,GB53634,NA,NA,NA,GB45817,GB48811,GB51464,NA,GB46620,LOC107964850,GB46062,NA
NA,GB20047,NA,NA,LOC102656448,NA,NA,LOC107965051,LOC102655147,LOC107966117,GB46606,NA,LOC107964315,GB53651,NA,NA,NA,GB45862,GB48828,GB51504,NA,GB46661,LOC107965179,GB46157,NA
NA,GB20104,NA,NA,LOC102656548,NA,NA,LOC107965199,LOC102655153,LOC113218558,GB46652,NA,LOC107964329,GB53697,NA,NA,NA,GB45878,GB48855,GB51545,NA,GB46691,LOC107965752,GB46174,NA
NA,GB30104,NA,NA,LOC102656562,NA,NA,LOC107965252,LOC102655158,LOC113218569,GB46750,NA,LOC107964773,GB53776,NA,NA,NA,GB45886,GB48962,GB51622,NA,GB46700,LOC113218540,GB46177,NA
NA,GB40007,NA,NA,LOC102656594,NA,NA,LOC107965369,LOC102655319,LOC113218612,GB46772,NA,LOC107964792,GB53959,NA,NA,NA,GB45939,GB48988,GB51768,NA,GB46705,LOC113218562,GB46274,NA
NA,GB40012,NA,NA,LOC102656737,NA,NA,LOC107965485,LOC102655339,LOC113218634,GB46776,NA,LOC113218774,GB54052,NA,NA,NA,GB45945,GB49029,GB51834,NA,GB46713,LOC113218584,GB46461,NA
NA,GB40013,NA,NA,LOC102656814,NA,NA,LOC107965522,LOC102655512,LOC113218716,GB46845,NA,LOC113218985,GB54119,NA,NA,NA,GB46006,GB49055,GB51937,NA,GB46725,LOC113218610,GB46507,NA
NA,GB40014,NA,NA,LOC102656824,NA,NA,LOC107965668,LOC102655631,LOC113218764,GB46853,NA,LOC113218987,GB54137,NA,NA,NA,GB46017,GB49076,GB51966,NA,GB46842,LOC113218769,GB46514,NA
NA,GB40015,NA,NA,LOC107964038,NA,NA,LOC107965687,LOC102655676,LOC113218838,GB46954,NA,LOC551991,GB54169,NA,NA,NA,GB46027,GB49186,GB52077,NA,GB46903,LOC113218834,GB46542,NA
NA,GB40016,NA,NA,LOC107964132,NA,NA,LOC113218520,LOC102655685,LOC113218905,GB46985,NA,LOC724274,GB54570,NA,NA,NA,GB46036,GB49223,GB52198,NA,GB46946,LOC113218895,GB46581,NA
NA,GB40017,NA,NA,LOC107964196,NA,NA,LOC113218532,LOC102655838,LOC113218966,GB47048,NA,LOC724405,GB54651,NA,NA,NA,GB46059,GB49375,GB52304,NA,GB46965,LOC113218990,GB46653,NA
NA,GB40021,NA,NA,LOC107964260,NA,NA,LOC113218598,LOC102655946,LOC113218976,GB47114,NA,TRNAH-GUG,GB54762,NA,NA,NA,GB46060,GB49416,GB52321,NA,GB46982,LOC113219092,GB46680,NA
NA,GB40022,NA,NA,LOC107964271,NA,NA,LOC113218722,LOC102655968,LOC113219000,GB47227,NA,NA,GB54959,NA,NA,NA,GB46122,GB49535,GB52328,NA,GB47018,LOC113219139,GB46692,NA
NA,GB40027,NA,NA,LOC107964275,NA,NA,LOC113218754,LOC102656088,LOC113219073,GB47268,NA,NA,GB54994,NA,NA,NA,GB46143,GB49567,GB52375,NA,GB47095,LOC113219140,GB46694,NA
NA,GB40028,NA,NA,LOC107964592,NA,NA,LOC113218804,LOC102656101,LOC113219108,GB47392,NA,NA,GB55074,NA,NA,NA,GB46194,GB49590,GB52429,NA,GB47146,LOC113219156,GB46720,NA
NA,GB40030,NA,NA,LOC107964659,NA,NA,LOC113218849,LOC102656190,LOC113219184,GB47433,NA,NA,GB55240,NA,NA,NA,GB46213,GB49644,GB52457,NA,GB47189,LOC113219196,GB46757,NA
NA,GB40031,NA,NA,LOC107964661,NA,NA,LOC113218991,LOC102656292,LOC113219220,GB47462,NA,NA,GB55279,NA,NA,NA,GB46254,GB49749,GB52589,NA,GB47217,LOC113219244,GB46767,NA
NA,GB40032,NA,NA,LOC107964878,NA,NA,LOC113219027,LOC102656305,LOC113219221,GB47478,NA,NA,GB55381,NA,NA,NA,GB46375,GB49768,GB52657,NA,GB47243,LOC113219304,GB46789,NA
NA,GB40033,NA,NA,LOC107965314,NA,NA,LOC113219032,LOC102656409,LOC113219232,GB47542,NA,NA,GB55431,NA,NA,NA,GB46387,GB49775,GB52723,NA,GB47301,LOC725981,GB46886,NA
NA,GB40047,NA,NA,LOC107965317,NA,NA,LOC113219033,LOC102656426,LOC113219240,GB47553,NA,NA,GB55455,NA,NA,NA,GB46388,GB49866,GB52730,NA,GB47319,Mir3727,GB47007,NA
NA,GB40053,NA,NA,LOC107965350,NA,NA,LOC113219070,LOC102656595,LOC113219241,GB47573,NA,NA,GB55751,NA,NA,NA,GB46449,GB49952,GB52759,NA,GB47354,TRNAI-AAU,GB47020,NA
NA,GB40057,NA,NA,LOC107965355,NA,NA,LOC113219117,LOC102656636,LOC113219247,GB47590,NA,NA,GB55816,NA,NA,NA,GB46521,GB49966,GB52761,NA,GB47466,TRNAK-UUU,GB47037,NA
NA,GB40061,NA,NA,LOC107965567,NA,NA,LOC113219142,LOC102656717,LOC113219254,GB47635,NA,NA,GB55829,NA,NA,NA,GB46532,GB49969,GB52779,NA,GB47482,NA,GB47180,NA
NA,GB40063,NA,NA,LOC107965582,NA,NA,LOC113219268,LOC102656786,LOC113219297,GB47659,NA,NA,GB55979,NA,NA,NA,GB46601,GB50011,GB52848,NA,GB47485,NA,GB47210,NA
NA,GB40067,NA,NA,LOC107965618,NA,NA,LOC113219303,LOC102656852,LOC113219305,GB47747,NA,NA,Gstcd,NA,NA,NA,GB46605,GB50048,GB52929,NA,GB47496,NA,GB47250,NA
NA,GB40069,NA,NA,LOC107965714,NA,NA,LOC113219353,LOC102656919,LOC113219323,GB47772,NA,NA,ID=rna28353;anticodon=(pos:complement(14693..14695));gbkey=tRNA;product=tRNA-Val,NA,NA,NA,GB46621,GB50114,GB53002,NA,GB47498,NA,GB47260,NA
NA,GB40070,NA,NA,LOC107965722,NA,NA,LOC408510,LOC107963970,LOC113219373,GB47881,NA,NA,Jtb,NA,NA,NA,GB46697,GB50137,GB53115,NA,GB47540,NA,GB47274,NA
NA,GB40071,NA,NA,LOC107965751,NA,NA,LOC725344,LOC107963996,Mir13a,GB47965,NA,NA,LOC100576223,NA,NA,NA,GB46727,GB50160,GB53320,NA,GB47546,NA,GB47330,NA
NA,GB40072,NA,NA,LOC107966045,NA,NA,LOC725489,LOC107964020,Mir3754,GB47995,NA,NA,LOC100576257,NA,NA,NA,GB46741,GB50183,GB53394,NA,GB47668,NA,GB47334,NA
NA,GB40073,NA,NA,LOC113218517,NA,NA,LOC726965,LOC107964035,NA,GB48008,NA,NA,LOC100576808,NA,NA,NA,GB46742,GB50237,GB53431,NA,GB47727,NA,GB47348,NA
NA,GB40075,NA,NA,LOC113218537,NA,NA,Mir283,LOC107964140,NA,GB48026,NA,NA,LOC100577020,NA,NA,NA,GB46773,GB50245,GB53582,NA,GB47814,NA,GB47387,NA
NA,GB40076,NA,NA,LOC113218552,NA,NA,Mir6060,LOC107964181,NA,GB48072,NA,NA,LOC100577303,NA,NA,NA,GB46889,GB50261,GB53719,NA,GB47838,NA,GB47400,NA
NA,GB40077,NA,NA,LOC113218625,NA,NA,TRNAP-CGG,LOC107964258,NA,GB48109,NA,NA,LOC100577385,NA,NA,NA,GB46895,GB50332,GB53779,NA,GB47906,NA,GB47457,NA
NA,GB40083,NA,NA,LOC113218666,NA,NA,NA,LOC107964305,NA,GB48111,NA,NA,LOC100578339,NA,NA,NA,GB46898,GB50373,GB53857,NA,GB47929,NA,GB47460,NA
NA,GB40085,NA,NA,LOC113218708,NA,NA,NA,LOC107964328,NA,GB48216,NA,NA,LOC102653628,NA,NA,NA,GB46912,GB50415,GB53976,NA,GB47938,NA,GB47487,NA
NA,GB40086,NA,NA,LOC113218841,NA,NA,NA,LOC107964428,NA,GB48219,NA,NA,LOC102654084,NA,NA,NA,GB46930,GB50434,GB54092,NA,GB47940,NA,GB47515,NA
NA,GB40089,NA,NA,LOC113218869,NA,NA,NA,LOC107964568,NA,GB48245,NA,NA,LOC102654127,NA,NA,NA,GB47008,GB50435,GB54114,NA,GB47951,NA,GB47571,NA
NA,GB40091,NA,NA,LOC113218889,NA,NA,NA,LOC107964902,NA,GB48255,NA,NA,LOC102654184,NA,NA,NA,GB47160,GB50538,GB54151,NA,GB47963,NA,GB47767,NA
NA,GB40092,NA,NA,LOC113218931,NA,NA,NA,LOC107964959,NA,GB48256,NA,NA,LOC102654469,NA,NA,NA,GB47183,GB50562,GB54159,NA,GB47971,NA,GB47808,NA
NA,GB40093,NA,NA,LOC113218943,NA,NA,NA,LOC107965032,NA,GB48304,NA,NA,LOC102654481,NA,NA,NA,GB47188,GB50565,GB54170,NA,GB48055,NA,GB47819,NA
NA,GB40094,NA,NA,LOC113218960,NA,NA,NA,LOC107965070,NA,GB48308,NA,NA,LOC102654745,NA,NA,NA,GB47193,GB50626,GB54226,NA,GB48098,NA,GB47871,NA
NA,GB40095,NA,NA,LOC113219060,NA,NA,NA,LOC107965211,NA,GB48346,NA,NA,LOC102654775,NA,NA,NA,GB47272,GB50672,GB54256,NA,GB48124,NA,GB47882,NA
NA,GB40098,NA,NA,LOC113219061,NA,NA,NA,LOC107965583,NA,GB48358,NA,NA,LOC102654791,NA,NA,NA,GB47296,GB50690,GB54317,NA,GB48145,NA,GB47960,NA
NA,GB40100,NA,NA,LOC113219069,NA,NA,NA,LOC107965724,NA,GB48391,NA,NA,LOC102654871,NA,NA,NA,GB47321,GB50694,GB54395,NA,GB48196,NA,GB47994,NA
NA,GB40106,NA,NA,LOC113219263,NA,NA,NA,LOC107965814,NA,GB48424,NA,NA,LOC102654909,NA,NA,NA,GB47324,GB50715,GB54593,NA,GB48215,NA,GB48006,NA
NA,GB40107,NA,NA,LOC113219288,NA,NA,NA,LOC107965829,NA,GB48574,NA,NA,LOC102655033,NA,NA,NA,GB47454,GB50733,GB54716,NA,GB48225,NA,GB48080,NA
